Vardas                Pavarde               ND1       ND2       ND3       ND4        Egzaminas
Vardenis4883          Pavardenis4883        5         7         4         3         9          
Vardenis4884          Pavardenis4884        8         10        8         9         8          
Vardenis4885          Pavardenis4885        2         10        4         1         3          
Vardenis4886          Pavardenis4886        6         6         6         2         4          
Vardenis4887          Pavardenis4887        6         9         4         5         7          
Vardenis4888          Pavardenis4888        1         3         2         3         1          
Vardenis4889          Pavardenis4889        7         2         5         9         6          
Vardenis4890          Pavardenis4890        1         8         10        1         3          
Vardenis4891          Pavardenis4891        6         5         9         3         8          
Vardenis4892          Pavardenis4892        1         6         9         5         9          
Vardenis4893          Pavardenis4893        10        3         1         5         2          
Vardenis4894          Pavardenis4894        9         10        6         1         3          
Vardenis4895          Pavardenis4895        8         6         5         9         2          
Vardenis4896          Pavardenis4896        3         4         7         2         7          
Vardenis4897          Pavardenis4897        7         1         3         7         8          
Vardenis4898          Pavardenis4898        5         9         10        6         2          
Vardenis4899          Pavardenis4899        8         7         7         3         1          
Vardenis4900          Pavardenis4900        7         2         1         8         3          
Vardenis4901          Pavardenis4901        9         9         7         4         5          
Vardenis4902          Pavardenis4902        2         2         8         8         5          
Vardenis4903          Pavardenis4903        2         4         1         2         4          
Vardenis4904          Pavardenis4904        1         1         2         5         9          
Vardenis4905          Pavardenis4905        9         6         5         6         6          
Vardenis4906          Pavardenis4906        9         5         10        6         7          
Vardenis4907          Pavardenis4907        9         1         6         4         7          
Vardenis4908          Pavardenis4908        9         9         2         6         3          
Vardenis4909          Pavardenis4909        2         6         5         6         9          
Vardenis4910          Pavardenis4910        2         4         5         4         9          
Vardenis4911          Pavardenis4911        7         5         8         9         2          
Vardenis4912          Pavardenis4912        4         7         7         4         5          
Vardenis4913          Pavardenis4913        9         10        2         4         10         
Vardenis4914          Pavardenis4914        6         6         2         10        6          
Vardenis4915          Pavardenis4915        4         9         8         6         1          
Vardenis4916          Pavardenis4916        10        2         2         7         5          
Vardenis4917          Pavardenis4917        8         2         6         8         10         
Vardenis4918          Pavardenis4918        6         9         4         3         5          
Vardenis4919          Pavardenis4919        3         4         8         2         5          
Vardenis4920          Pavardenis4920        10        4         7         8         4          
Vardenis4921          Pavardenis4921        10        1         4         1         2          
Vardenis4922          Pavardenis4922        2         6         7         1         3          
Vardenis4923          Pavardenis4923        9         3         6         1         9          
Vardenis4924          Pavardenis4924        3         9         5         10        2          
Vardenis4925          Pavardenis4925        9         2         6         4         9          
Vardenis4926          Pavardenis4926        1         1         8         3         10         
Vardenis4927          Pavardenis4927        8         2         3         5         1          
Vardenis4928          Pavardenis4928        4         8         1         6         10         
Vardenis4929          Pavardenis4929        9         3         5         10        5          
Vardenis4930          Pavardenis4930        6         9         8         9         10         
Vardenis4931          Pavardenis4931        2         6         8         9         6          
Vardenis4932          Pavardenis4932        2         7         10        1         8          
Vardenis4933          Pavardenis4933        10        1         5         4         3          
Vardenis4934          Pavardenis4934        2         4         4         5         6          
Vardenis4935          Pavardenis4935        2         10        6         3         2          
Vardenis4936          Pavardenis4936        5         5         9         4         8          
Vardenis4937          Pavardenis4937        1         2         4         5         10         
Vardenis4938          Pavardenis4938        10        4         7         4         7          
Vardenis4939          Pavardenis4939        2         7         6         9         6          
Vardenis4940          Pavardenis4940        1         6         9         3         1          
Vardenis4941          Pavardenis4941        7         3         1         10        9          
Vardenis4942          Pavardenis4942        1         8         5         3         6          
Vardenis4943          Pavardenis4943        9         6         7         2         1          
Vardenis4944          Pavardenis4944        8         10        2         2         9          
Vardenis4945          Pavardenis4945        1         2         4         2         5          
Vardenis4946          Pavardenis4946        3         9         3         7         10         
Vardenis4947          Pavardenis4947        5         7         9         9         2          
Vardenis4948          Pavardenis4948        10        8         3         5         8          
Vardenis4949          Pavardenis4949        1         4         6         2         1          
Vardenis4950          Pavardenis4950        3         1         6         9         10         
Vardenis4951          Pavardenis4951        2         9         6         3         6          
Vardenis4952          Pavardenis4952        3         10        4         10        2          
Vardenis4953          Pavardenis4953        3         6         8         4         3          
Vardenis4954          Pavardenis4954        1         4         7         7         10         
Vardenis4955          Pavardenis4955        2         9         2         9         5          
Vardenis4956          Pavardenis4956        1         9         1         6         6          
Vardenis4957          Pavardenis4957        3         2         3         8         2          
Vardenis4958          Pavardenis4958        8         5         3         10        1          
Vardenis4959          Pavardenis4959        5         9         5         4         9          
Vardenis4960          Pavardenis4960        3         3         7         8         6          
Vardenis4961          Pavardenis4961        4         4         4         9         3          
Vardenis4962          Pavardenis4962        4         3         8         4         3          
Vardenis4963          Pavardenis4963        1         7         8         4         9          
Vardenis4964          Pavardenis4964        10        5         8         3         5          
Vardenis4965          Pavardenis4965        2         7         2         7         8          
Vardenis4966          Pavardenis4966        5         9         9         9         2          
Vardenis4967          Pavardenis4967        1         1         2         7         10         
Vardenis4968          Pavardenis4968        2         4         3         10        6          
Vardenis4969          Pavardenis4969        5         10        5         5         9          
Vardenis4970          Pavardenis4970        8         6         5         9         10         
Vardenis4971          Pavardenis4971        4         6         8         10        3          
Vardenis4972          Pavardenis4972        10        1         10        2         3          
Vardenis4973          Pavardenis4973        5         2         7         2         2          
Vardenis4974          Pavardenis4974        4         3         3         1         10         
Vardenis4975          Pavardenis4975        8         7         3         4         6          
Vardenis4976          Pavardenis4976        6         7         3         3         2          
Vardenis4977          Pavardenis4977        6         3         3         4         3          
Vardenis4978          Pavardenis4978        8         1         2         5         5          
Vardenis4979          Pavardenis4979        9         4         9         8         8          
Vardenis4980          Pavardenis4980        6         4         4         8         4          
Vardenis4981          Pavardenis4981        6         10        2         3         6          
Vardenis4982          Pavardenis4982        3         7         3         10        10         
Vardenis4983          Pavardenis4983        10        6         9         7         6          
Vardenis4984          Pavardenis4984        9         1         9         9         9          
Vardenis4985          Pavardenis4985        6         1         7         3         5          
Vardenis4986          Pavardenis4986        10        4         8         10        3          
Vardenis4987          Pavardenis4987        4         9         6         1         2          
Vardenis4988          Pavardenis4988        7         7         7         9         7          
Vardenis4989          Pavardenis4989        4         8         8         1         6          
Vardenis4990          Pavardenis4990        6         5         7         5         6          
Vardenis4991          Pavardenis4991        3         9         2         10        7          
Vardenis4992          Pavardenis4992        6         6         7         7         8          
Vardenis4993          Pavardenis4993        5         7         6         10        5          
Vardenis4994          Pavardenis4994        1         3         4         7         2          
Vardenis4995          Pavardenis4995        4         2         9         4         10         
Vardenis4996          Pavardenis4996        9         4         8         10        8          
Vardenis4997          Pavardenis4997        6         5         5         8         10         
Vardenis4998          Pavardenis4998        9         1         9         7         3          
Vardenis4999          Pavardenis4999        4         4         3         4         7          
Vardenis5000          Pavardenis5000        10        10        2         10        6          
Vardenis5001          Pavardenis5001        4         10        6         7         1          
Vardenis5002          Pavardenis5002        7         5         3         4         5          
Vardenis5003          Pavardenis5003        10        9         2         2         8          
Vardenis5004          Pavardenis5004        4         2         10        2         8          
Vardenis5005          Pavardenis5005        4         9         9         3         1          
Vardenis5006          Pavardenis5006        5         1         6         1         9          
Vardenis5007          Pavardenis5007        5         3         3         10        3          
Vardenis5008          Pavardenis5008        7         4         9         1         2          
Vardenis5009          Pavardenis5009        9         1         5         5         5          
Vardenis5010          Pavardenis5010        2         8         6         4         5          
Vardenis5011          Pavardenis5011        5         7         9         1         1          
Vardenis5012          Pavardenis5012        4         8         3         1         10         
Vardenis5013          Pavardenis5013        10        9         1         2         2          
Vardenis5014          Pavardenis5014        2         10        7         8         8          
Vardenis5015          Pavardenis5015        10        3         1         1         8          
Vardenis5016          Pavardenis5016        10        5         8         6         4          
Vardenis5017          Pavardenis5017        7         2         3         8         2          
Vardenis5018          Pavardenis5018        4         3         9         7         5          
Vardenis5019          Pavardenis5019        9         1         7         2         6          
Vardenis5020          Pavardenis5020        3         9         4         7         9          
Vardenis5021          Pavardenis5021        6         2         3         4         5          
Vardenis5022          Pavardenis5022        3         10        10        5         9          
Vardenis5023          Pavardenis5023        6         1         10        8         1          
Vardenis5024          Pavardenis5024        2         10        9         4         3          
Vardenis5025          Pavardenis5025        7         10        8         7         4          
Vardenis5026          Pavardenis5026        9         7         2         5         7          
Vardenis5027          Pavardenis5027        5         9         3         10        6          
Vardenis5028          Pavardenis5028        3         9         1         1         8          
Vardenis5029          Pavardenis5029        7         9         7         5         7          
Vardenis5030          Pavardenis5030        2         6         6         3         7          
Vardenis5031          Pavardenis5031        5         5         1         1         6          
Vardenis5032          Pavardenis5032        6         5         4         9         2          
Vardenis5033          Pavardenis5033        4         5         8         10        7          
Vardenis5034          Pavardenis5034        10        6         3         3         9          
Vardenis5035          Pavardenis5035        8         6         9         7         6          
Vardenis5036          Pavardenis5036        3         8         8         2         6          
Vardenis5037          Pavardenis5037        2         10        5         10        4          
Vardenis5038          Pavardenis5038        10        7         2         5         5          
Vardenis5039          Pavardenis5039        1         8         4         9         5          
Vardenis5040          Pavardenis5040        5         9         8         4         5          
Vardenis5041          Pavardenis5041        4         9         1         9         2          
Vardenis5042          Pavardenis5042        6         9         4         10        4          
Vardenis5043          Pavardenis5043        4         8         7         6         6          
Vardenis5044          Pavardenis5044        4         7         7         10        1          
Vardenis5045          Pavardenis5045        1         8         3         9         2          
Vardenis5046          Pavardenis5046        2         2         9         6         10         
Vardenis5047          Pavardenis5047        6         6         3         3         4          
Vardenis5048          Pavardenis5048        10        5         4         8         5          
Vardenis5049          Pavardenis5049        3         5         5         4         8          
Vardenis5050          Pavardenis5050        8         9         3         6         6          
Vardenis5051          Pavardenis5051        3         9         5         6         3          
Vardenis5052          Pavardenis5052        2         3         4         8         7          
Vardenis5053          Pavardenis5053        4         9         7         10        1          
Vardenis5054          Pavardenis5054        6         10        4         9         10         
Vardenis5055          Pavardenis5055        10        10        6         2         5          
Vardenis5056          Pavardenis5056        8         5         4         10        10         
Vardenis5057          Pavardenis5057        6         9         10        2         6          
Vardenis5058          Pavardenis5058        3         8         7         5         1          
Vardenis5059          Pavardenis5059        2         1         8         2         7          
Vardenis5060          Pavardenis5060        6         8         5         3         1          
Vardenis5061          Pavardenis5061        3         9         4         9         1          
Vardenis5062          Pavardenis5062        7         2         9         8         5          
Vardenis5063          Pavardenis5063        3         9         10        2         7          
Vardenis5064          Pavardenis5064        2         7         10        5         6          
Vardenis5065          Pavardenis5065        2         7         1         8         4          
Vardenis5066          Pavardenis5066        4         8         9         8         6          
Vardenis5067          Pavardenis5067        5         2         5         7         10         
Vardenis5068          Pavardenis5068        1         9         5         6         6          
Vardenis5069          Pavardenis5069        8         5         9         7         4          
Vardenis5070          Pavardenis5070        10        2         8         9         10         
Vardenis5071          Pavardenis5071        7         5         5         2         4          
Vardenis5072          Pavardenis5072        4         9         9         3         5          
Vardenis5073          Pavardenis5073        2         5         5         6         1          
Vardenis5074          Pavardenis5074        8         10        1         8         4          
Vardenis5075          Pavardenis5075        1         4         2         6         6          
Vardenis5076          Pavardenis5076        8         6         8         4         8          
Vardenis5077          Pavardenis5077        5         1         2         9         10         
Vardenis5078          Pavardenis5078        10        3         3         4         8          
Vardenis5079          Pavardenis5079        3         9         8         9         8          
Vardenis5080          Pavardenis5080        4         2         4         9         5          
Vardenis5081          Pavardenis5081        10        8         2         6         4          
Vardenis5082          Pavardenis5082        10        4         8         5         5          
Vardenis5083          Pavardenis5083        7         6         6         8         7          
Vardenis5084          Pavardenis5084        3         8         9         1         6          
Vardenis5085          Pavardenis5085        10        2         7         9         1          
Vardenis5086          Pavardenis5086        7         5         6         7         2          
Vardenis5087          Pavardenis5087        2         10        10        9         10         
Vardenis5088          Pavardenis5088        4         1         6         1         10         
Vardenis5089          Pavardenis5089        2         1         3         7         5          
Vardenis5090          Pavardenis5090        6         5         3         7         3          
Vardenis5091          Pavardenis5091        2         1         8         7         7          
Vardenis5092          Pavardenis5092        7         6         3         5         6          
Vardenis5093          Pavardenis5093        8         10        6         6         10         
Vardenis5094          Pavardenis5094        6         6         1         8         9          
Vardenis5095          Pavardenis5095        2         5         10        8         1          
Vardenis5096          Pavardenis5096        2         6         10        3         4          
Vardenis5097          Pavardenis5097        2         8         6         3         2          
Vardenis5098          Pavardenis5098        5         10        4         9         4          
Vardenis5099          Pavardenis5099        2         10        1         9         4          
Vardenis5100          Pavardenis5100        4         5         7         5         9          
Vardenis5101          Pavardenis5101        4         2         8         8         3          
Vardenis5102          Pavardenis5102        7         2         10        6         6          
Vardenis5103          Pavardenis5103        7         4         8         10        6          
Vardenis5104          Pavardenis5104        8         7         1         1         2          
Vardenis5105          Pavardenis5105        9         8         9         10        7          
Vardenis5106          Pavardenis5106        9         9         6         2         8          
Vardenis5107          Pavardenis5107        10        4         1         9         3          
Vardenis5108          Pavardenis5108        4         2         10        3         7          
Vardenis5109          Pavardenis5109        8         6         2         6         7          
Vardenis5110          Pavardenis5110        6         6         7         10        2          
Vardenis5111          Pavardenis5111        4         9         9         3         10         
Vardenis5112          Pavardenis5112        7         1         2         1         7          
Vardenis5113          Pavardenis5113        7         6         6         2         10         
Vardenis5114          Pavardenis5114        1         5         10        2         8          
Vardenis5115          Pavardenis5115        1         9         5         8         8          
Vardenis5116          Pavardenis5116        10        6         6         2         3          
Vardenis5117          Pavardenis5117        8         4         2         6         3          
Vardenis5118          Pavardenis5118        1         3         8         9         3          
Vardenis5119          Pavardenis5119        3         8         3         3         10         
Vardenis5120          Pavardenis5120        8         6         2         9         3          
Vardenis5121          Pavardenis5121        6         10        7         5         6          
Vardenis5122          Pavardenis5122        5         5         4         10        7          
Vardenis5123          Pavardenis5123        7         10        10        1         4          
Vardenis5124          Pavardenis5124        4         7         1         4         6          
Vardenis5125          Pavardenis5125        1         10        7         2         1          
Vardenis5126          Pavardenis5126        4         5         3         5         3          
Vardenis5127          Pavardenis5127        9         6         10        4         10         
Vardenis5128          Pavardenis5128        5         5         10        9         1          
Vardenis5129          Pavardenis5129        5         1         5         4         10         
Vardenis5130          Pavardenis5130        8         10        8         4         2          
Vardenis5131          Pavardenis5131        6         1         7         3         5          
Vardenis5132          Pavardenis5132        4         5         2         2         3          
Vardenis5133          Pavardenis5133        10        1         3         9         4          
Vardenis5134          Pavardenis5134        6         3         10        7         1          
Vardenis5135          Pavardenis5135        2         5         6         4         5          
Vardenis5136          Pavardenis5136        6         2         3         6         5          
Vardenis5137          Pavardenis5137        10        9         9         1         3          
Vardenis5138          Pavardenis5138        7         9         3         3         6          
Vardenis5139          Pavardenis5139        2         10        10        3         5          
Vardenis5140          Pavardenis5140        6         1         10        8         7          
Vardenis5141          Pavardenis5141        6         2         2         2         6          
Vardenis5142          Pavardenis5142        5         3         8         5         4          
Vardenis5143          Pavardenis5143        3         9         2         1         2          
Vardenis5144          Pavardenis5144        9         9         1         5         7          
Vardenis5145          Pavardenis5145        6         3         10        7         1          
Vardenis5146          Pavardenis5146        6         9         8         3         8          
Vardenis5147          Pavardenis5147        9         1         1         8         7          
Vardenis5148          Pavardenis5148        8         6         5         8         1          
Vardenis5149          Pavardenis5149        6         6         4         4         8          
Vardenis5150          Pavardenis5150        7         2         2         2         10         
Vardenis5151          Pavardenis5151        3         6         3         1         3          
Vardenis5152          Pavardenis5152        3         10        7         10        7          
Vardenis5153          Pavardenis5153        2         2         3         7         10         
Vardenis5154          Pavardenis5154        7         3         2         6         1          
Vardenis5155          Pavardenis5155        6         3         2         1         8          
Vardenis5156          Pavardenis5156        9         8         10        1         10         
Vardenis5157          Pavardenis5157        1         10        2         10        2          
Vardenis5158          Pavardenis5158        9         4         1         2         8          
Vardenis5159          Pavardenis5159        1         9         4         8         9          
Vardenis5160          Pavardenis5160        9         2         1         6         2          
Vardenis5161          Pavardenis5161        7         7         9         10        8          
Vardenis5162          Pavardenis5162        3         6         4         7         9          
Vardenis5163          Pavardenis5163        4         7         8         2         7          
Vardenis5164          Pavardenis5164        5         8         2         6         9          
Vardenis5165          Pavardenis5165        7         9         6         2         3          
Vardenis5166          Pavardenis5166        6         10        9         9         7          
Vardenis5167          Pavardenis5167        8         6         5         4         7          
Vardenis5168          Pavardenis5168        7         9         5         10        6          
Vardenis5169          Pavardenis5169        4         9         9         3         7          
Vardenis5170          Pavardenis5170        8         7         5         5         1          
Vardenis5171          Pavardenis5171        10        2         3         7         10         
Vardenis5172          Pavardenis5172        9         4         4         8         5          
Vardenis5173          Pavardenis5173        5         5         6         7         5          
Vardenis5174          Pavardenis5174        4         2         6         10        9          
Vardenis5175          Pavardenis5175        10        8         3         9         10         
Vardenis5176          Pavardenis5176        3         8         9         7         3          
Vardenis5177          Pavardenis5177        3         10        3         8         1          
Vardenis5178          Pavardenis5178        7         8         9         10        1          
Vardenis5179          Pavardenis5179        9         8         10        7         4          
Vardenis5180          Pavardenis5180        6         8         10        9         3          
Vardenis5181          Pavardenis5181        3         6         2         2         5          
Vardenis5182          Pavardenis5182        5         6         10        6         6          
Vardenis5183          Pavardenis5183        7         3         8         2         5          
Vardenis5184          Pavardenis5184        6         1         9         1         5          
Vardenis5185          Pavardenis5185        3         5         5         10        6          
Vardenis5186          Pavardenis5186        10        4         4         3         2          
Vardenis5187          Pavardenis5187        1         4         7         9         1          
Vardenis5188          Pavardenis5188        7         4         4         1         5          
Vardenis5189          Pavardenis5189        3         6         2         10        7          
Vardenis5190          Pavardenis5190        7         7         3         8         2          
Vardenis5191          Pavardenis5191        9         10        8         7         5          
Vardenis5192          Pavardenis5192        8         9         1         9         7          
Vardenis5193          Pavardenis5193        8         6         9         4         7          
Vardenis5194          Pavardenis5194        7         9         1         1         2          
Vardenis5195          Pavardenis5195        1         7         7         8         3          
Vardenis5196          Pavardenis5196        7         4         3         3         4          
Vardenis5197          Pavardenis5197        4         9         10        3         6          
Vardenis5198          Pavardenis5198        5         6         1         10        6          
Vardenis5199          Pavardenis5199        2         5         5         2         8          
Vardenis5200          Pavardenis5200        9         3         1         4         10         
Vardenis5201          Pavardenis5201        1         4         9         5         8          
Vardenis5202          Pavardenis5202        6         5         4         2         1          
Vardenis5203          Pavardenis5203        6         3         5         2         8          
Vardenis5204          Pavardenis5204        2         9         8         3         10         
Vardenis5205          Pavardenis5205        8         7         9         2         6          
Vardenis5206          Pavardenis5206        10        7         1         2         10         
Vardenis5207          Pavardenis5207        8         4         8         5         5          
Vardenis5208          Pavardenis5208        10        5         3         10        3          
Vardenis5209          Pavardenis5209        6         1         8         2         5          
Vardenis5210          Pavardenis5210        3         3         9         8         3          
Vardenis5211          Pavardenis5211        2         8         3         8         1          
Vardenis5212          Pavardenis5212        9         10        2         2         5          
Vardenis5213          Pavardenis5213        2         1         3         7         4          
Vardenis5214          Pavardenis5214        8         5         4         8         5          
Vardenis5215          Pavardenis5215        5         1         8         7         3          
Vardenis5216          Pavardenis5216        10        6         1         5         5          
Vardenis5217          Pavardenis5217        8         5         2         1         3          
Vardenis5218          Pavardenis5218        7         5         9         7         8          
Vardenis5219          Pavardenis5219        8         4         10        4         7          
Vardenis5220          Pavardenis5220        10        9         8         9         6          
Vardenis5221          Pavardenis5221        1         6         7         6         5          
Vardenis5222          Pavardenis5222        2         1         4         1         8          
Vardenis5223          Pavardenis5223        5         1         3         9         10         
Vardenis5224          Pavardenis5224        10        3         2         6         8          
Vardenis5225          Pavardenis5225        10        6         10        1         4          
Vardenis5226          Pavardenis5226        4         3         1         7         6          
Vardenis5227          Pavardenis5227        8         7         5         2         5          
Vardenis5228          Pavardenis5228        10        1         9         5         7          
Vardenis5229          Pavardenis5229        9         6         4         8         1          
Vardenis5230          Pavardenis5230        1         10        2         8         3          
Vardenis5231          Pavardenis5231        1         7         2         6         7          
Vardenis5232          Pavardenis5232        2         5         7         8         6          
Vardenis5233          Pavardenis5233        10        7         7         9         6          
Vardenis5234          Pavardenis5234        7         7         2         8         6          
Vardenis5235          Pavardenis5235        6         8         9         8         6          
Vardenis5236          Pavardenis5236        1         9         7         6         7          
Vardenis5237          Pavardenis5237        4         10        7         3         7          
Vardenis5238          Pavardenis5238        8         6         3         5         3          
Vardenis5239          Pavardenis5239        4         8         6         8         10         
Vardenis5240          Pavardenis5240        7         2         4         8         2          
Vardenis5241          Pavardenis5241        8         5         7         2         4          
Vardenis5242          Pavardenis5242        10        4         7         2         8          
Vardenis5243          Pavardenis5243        10        10        4         2         7          
Vardenis5244          Pavardenis5244        2         7         1         8         10         
Vardenis5245          Pavardenis5245        7         9         1         2         5          
Vardenis5246          Pavardenis5246        6         4         5         3         3          
Vardenis5247          Pavardenis5247        1         3         1         6         10         
Vardenis5248          Pavardenis5248        4         6         2         8         9          
Vardenis5249          Pavardenis5249        8         3         7         9         6          
Vardenis5250          Pavardenis5250        6         10        2         2         7          
Vardenis5251          Pavardenis5251        3         5         6         5         3          
Vardenis5252          Pavardenis5252        6         5         7         9         9          
Vardenis5253          Pavardenis5253        5         2         5         1         7          
Vardenis5254          Pavardenis5254        7         6         2         5         10         
Vardenis5255          Pavardenis5255        8         3         9         9         2          
Vardenis5256          Pavardenis5256        9         7         7         1         7          
Vardenis5257          Pavardenis5257        9         4         9         10        4          
Vardenis5258          Pavardenis5258        3         5         7         4         4          
Vardenis5259          Pavardenis5259        6         2         4         2         3          
Vardenis5260          Pavardenis5260        9         9         5         1         5          
Vardenis5261          Pavardenis5261        6         7         4         6         9          
Vardenis5262          Pavardenis5262        3         7         4         4         8          
Vardenis5263          Pavardenis5263        6         6         3         2         2          
Vardenis5264          Pavardenis5264        10        2         2         9         7          
Vardenis5265          Pavardenis5265        8         9         1         8         9          
Vardenis5266          Pavardenis5266        8         4         10        4         2          
Vardenis5267          Pavardenis5267        5         2         6         5         10         
Vardenis5268          Pavardenis5268        2         9         2         6         2          
Vardenis5269          Pavardenis5269        10        2         6         8         1          
Vardenis5270          Pavardenis5270        9         7         3         7         3          
Vardenis5271          Pavardenis5271        3         8         10        4         5          
Vardenis5272          Pavardenis5272        9         2         1         2         1          
Vardenis5273          Pavardenis5273        6         3         9         9         9          
Vardenis5274          Pavardenis5274        10        9         7         2         4          
Vardenis5275          Pavardenis5275        5         6         4         10        4          
Vardenis5276          Pavardenis5276        1         9         10        9         9          
Vardenis5277          Pavardenis5277        3         10        9         2         4          
Vardenis5278          Pavardenis5278        2         2         3         10        3          
Vardenis5279          Pavardenis5279        4         5         3         5         9          
Vardenis5280          Pavardenis5280        5         4         3         7         2          
Vardenis5281          Pavardenis5281        6         7         10        1         5          
Vardenis5282          Pavardenis5282        4         10        10        2         7          
Vardenis5283          Pavardenis5283        7         10        7         8         2          
Vardenis5284          Pavardenis5284        7         7         7         10        9          
Vardenis5285          Pavardenis5285        4         4         6         6         5          
Vardenis5286          Pavardenis5286        5         4         4         3         6          
Vardenis5287          Pavardenis5287        4         5         8         2         8          
Vardenis5288          Pavardenis5288        10        2         8         3         7          
Vardenis5289          Pavardenis5289        7         6         5         4         9          
Vardenis5290          Pavardenis5290        1         7         10        10        9          
Vardenis5291          Pavardenis5291        8         10        6         3         3          
Vardenis5292          Pavardenis5292        10        9         2         4         7          
Vardenis5293          Pavardenis5293        7         9         7         1         4          
Vardenis5294          Pavardenis5294        3         9         7         10        3          
Vardenis5295          Pavardenis5295        9         6         7         3         5          
Vardenis5296          Pavardenis5296        8         10        4         10        6          
Vardenis5297          Pavardenis5297        5         3         7         5         10         
Vardenis5298          Pavardenis5298        8         3         9         5         4          
Vardenis5299          Pavardenis5299        4         3         3         1         1          
Vardenis5300          Pavardenis5300        5         2         6         2         5          
Vardenis5301          Pavardenis5301        1         4         1         5         10         
Vardenis5302          Pavardenis5302        3         7         5         4         9          
Vardenis5303          Pavardenis5303        3         6         9         6         1          
Vardenis5304          Pavardenis5304        2         2         6         3         1          
Vardenis5305          Pavardenis5305        4         6         10        1         4          
Vardenis5306          Pavardenis5306        9         8         3         5         7          
Vardenis5307          Pavardenis5307        10        9         2         5         10         
Vardenis5308          Pavardenis5308        6         1         4         7         6          
Vardenis5309          Pavardenis5309        1         9         1         2         7          
Vardenis5310          Pavardenis5310        7         10        8         1         8          
Vardenis5311          Pavardenis5311        5         2         4         6         7          
Vardenis5312          Pavardenis5312        9         3         10        10        6          
Vardenis5313          Pavardenis5313        1         10        4         7         6          
Vardenis5314          Pavardenis5314        4         8         2         5         3          
Vardenis5315          Pavardenis5315        9         5         7         5         6          
Vardenis5316          Pavardenis5316        1         1         1         2         6          
Vardenis5317          Pavardenis5317        1         5         4         2         5          
Vardenis5318          Pavardenis5318        3         2         2         9         9          
Vardenis5319          Pavardenis5319        9         7         3         3         4          
Vardenis5320          Pavardenis5320        3         6         5         2         6          
Vardenis5321          Pavardenis5321        3         4         6         2         2          
Vardenis5322          Pavardenis5322        4         4         9         4         5          
Vardenis5323          Pavardenis5323        8         7         2         7         1          
Vardenis5324          Pavardenis5324        5         6         7         8         2          
Vardenis5325          Pavardenis5325        7         6         5         5         7          
Vardenis5326          Pavardenis5326        2         1         4         7         6          
Vardenis5327          Pavardenis5327        4         2         1         2         1          
Vardenis5328          Pavardenis5328        9         7         6         10        5          
Vardenis5329          Pavardenis5329        9         6         8         3         2          
Vardenis5330          Pavardenis5330        1         8         10        10        6          
Vardenis5331          Pavardenis5331        7         7         10        8         8          
Vardenis5332          Pavardenis5332        10        9         7         5         5          
Vardenis5333          Pavardenis5333        1         9         1         1         9          
Vardenis5334          Pavardenis5334        6         1         9         1         1          
Vardenis5335          Pavardenis5335        3         6         2         2         4          
Vardenis5336          Pavardenis5336        7         10        10        8         9          
Vardenis5337          Pavardenis5337        2         5         2         5         3          
Vardenis5338          Pavardenis5338        6         3         3         1         5          
Vardenis5339          Pavardenis5339        2         10        4         2         2          
Vardenis5340          Pavardenis5340        3         5         8         9         2          
Vardenis5341          Pavardenis5341        8         10        5         4         2          
Vardenis5342          Pavardenis5342        5         3         3         3         7          
Vardenis5343          Pavardenis5343        6         9         9         9         10         
Vardenis5344          Pavardenis5344        6         8         8         6         5          
Vardenis5345          Pavardenis5345        6         9         1         1         4          
Vardenis5346          Pavardenis5346        8         4         5         5         3          
