Vardas                Pavarde               ND1       ND2       ND3       ND4        Egzaminas
Vardenis536           Pavardenis536         1         9         3         6         1          
Vardenis537           Pavardenis537         1         3         7         9         5          
Vardenis538           Pavardenis538         5         2         3         3         1          
Vardenis539           Pavardenis539         2         7         9         9         9          
Vardenis540           Pavardenis540         6         10        2         4         5          
Vardenis541           Pavardenis541         7         10        4         5         8          
Vardenis542           Pavardenis542         5         4         2         5         5          
Vardenis543           Pavardenis543         3         2         5         2         7          
Vardenis544           Pavardenis544         5         10        8         10        1          
Vardenis545           Pavardenis545         6         10        2         5         8          
Vardenis546           Pavardenis546         6         1         1         7         6          
Vardenis547           Pavardenis547         10        7         2         3         7          
Vardenis548           Pavardenis548         3         5         8         2         3          
Vardenis549           Pavardenis549         5         5         3         5         9          
Vardenis550           Pavardenis550         4         7         7         9         8          
Vardenis551           Pavardenis551         5         6         5         8         6          
Vardenis552           Pavardenis552         3         10        4         10        5          
Vardenis553           Pavardenis553         9         10        8         6         2          
Vardenis554           Pavardenis554         9         7         7         3         10         
Vardenis555           Pavardenis555         5         10        5         10        1          
Vardenis556           Pavardenis556         10        6         4         6         1          
Vardenis557           Pavardenis557         4         6         1         4         1          
Vardenis558           Pavardenis558         10        7         6         3         6          
Vardenis559           Pavardenis559         8         2         7         4         6          
Vardenis560           Pavardenis560         7         5         2         1         1          
Vardenis561           Pavardenis561         7         4         2         7         8          
Vardenis562           Pavardenis562         3         1         5         7         3          
Vardenis563           Pavardenis563         5         7         8         6         6          
Vardenis564           Pavardenis564         2         7         5         1         8          
Vardenis565           Pavardenis565         8         2         1         10        3          
Vardenis566           Pavardenis566         3         7         2         1         10         
Vardenis567           Pavardenis567         7         7         7         9         5          
Vardenis568           Pavardenis568         9         1         8         4         7          
Vardenis569           Pavardenis569         4         8         3         3         6          
Vardenis570           Pavardenis570         7         4         6         2         7          
Vardenis571           Pavardenis571         1         6         6         7         8          
Vardenis572           Pavardenis572         2         9         4         6         2          
Vardenis573           Pavardenis573         4         2         2         8         7          
Vardenis574           Pavardenis574         2         9         4         2         7          
Vardenis575           Pavardenis575         6         1         3         9         2          
Vardenis576           Pavardenis576         8         10        8         1         10         
Vardenis577           Pavardenis577         9         2         3         7         3          
Vardenis578           Pavardenis578         3         7         2         10        2          
Vardenis579           Pavardenis579         8         1         7         7         1          
Vardenis580           Pavardenis580         8         4         8         8         6          
Vardenis581           Pavardenis581         10        1         10        3         7          
Vardenis582           Pavardenis582         6         1         4         5         5          
Vardenis583           Pavardenis583         1         6         4         6         2          
Vardenis584           Pavardenis584         4         10        6         3         7          
Vardenis585           Pavardenis585         8         6         3         10        7          
Vardenis586           Pavardenis586         7         2         9         7         4          
Vardenis587           Pavardenis587         10        5         2         6         8          
Vardenis588           Pavardenis588         6         3         5         9         8          
Vardenis589           Pavardenis589         8         2         5         8         3          
Vardenis590           Pavardenis590         4         3         1         5         6          
Vardenis591           Pavardenis591         7         5         6         8         2          
Vardenis592           Pavardenis592         5         1         10        3         4          
Vardenis593           Pavardenis593         2         1         6         6         9          
Vardenis594           Pavardenis594         10        6         1         3         1          
Vardenis595           Pavardenis595         6         4         9         10        6          
Vardenis596           Pavardenis596         9         1         4         1         10         
Vardenis597           Pavardenis597         1         4         8         1         8          
Vardenis598           Pavardenis598         8         9         10        5         6          
Vardenis599           Pavardenis599         1         2         8         6         5          
Vardenis600           Pavardenis600         6         1         8         1         10         
Vardenis601           Pavardenis601         1         4         9         9         5          
Vardenis602           Pavardenis602         4         7         9         10        3          
Vardenis603           Pavardenis603         4         4         7         2         1          
Vardenis604           Pavardenis604         2         6         5         5         10         
Vardenis605           Pavardenis605         9         4         5         9         4          
Vardenis606           Pavardenis606         1         5         8         5         7          
Vardenis607           Pavardenis607         9         6         9         5         8          
Vardenis608           Pavardenis608         5         1         10        2         2          
Vardenis609           Pavardenis609         1         1         3         5         4          
Vardenis610           Pavardenis610         10        4         9         10        4          
Vardenis611           Pavardenis611         10        9         1         3         7          
Vardenis612           Pavardenis612         8         6         10        6         1          
Vardenis613           Pavardenis613         8         10        4         4         6          
Vardenis614           Pavardenis614         1         8         10        8         5          
Vardenis615           Pavardenis615         10        6         5         8         3          
Vardenis616           Pavardenis616         8         2         8         6         2          
Vardenis617           Pavardenis617         8         6         6         2         7          
Vardenis618           Pavardenis618         3         8         7         3         10         
Vardenis619           Pavardenis619         10        3         2         3         7          
Vardenis620           Pavardenis620         4         8         10        8         5          
Vardenis621           Pavardenis621         9         2         10        2         9          
Vardenis622           Pavardenis622         3         10        5         7         5          
Vardenis623           Pavardenis623         8         9         3         6         3          
Vardenis624           Pavardenis624         8         9         6         4         5          
Vardenis625           Pavardenis625         7         1         10        9         8          
Vardenis626           Pavardenis626         3         4         3         4         9          
Vardenis627           Pavardenis627         8         5         8         6         2          
Vardenis628           Pavardenis628         10        9         1         4         9          
Vardenis629           Pavardenis629         7         6         2         10        9          
Vardenis630           Pavardenis630         2         9         5         4         7          
Vardenis631           Pavardenis631         6         9         7         2         1          
Vardenis632           Pavardenis632         2         3         7         4         8          
Vardenis633           Pavardenis633         3         1         9         6         7          
Vardenis634           Pavardenis634         7         9         7         7         6          
Vardenis635           Pavardenis635         9         6         4         7         9          
Vardenis636           Pavardenis636         9         8         8         8         2          
Vardenis637           Pavardenis637         2         7         8         8         8          
Vardenis638           Pavardenis638         4         10        8         4         7          
Vardenis639           Pavardenis639         4         4         4         6         4          
Vardenis640           Pavardenis640         6         5         9         5         2          
Vardenis641           Pavardenis641         6         6         1         8         9          
Vardenis642           Pavardenis642         7         2         8         10        6          
Vardenis643           Pavardenis643         1         6         7         5         3          
Vardenis644           Pavardenis644         7         3         10        9         10         
Vardenis645           Pavardenis645         5         1         7         3         8          
Vardenis646           Pavardenis646         7         8         6         6         6          
Vardenis647           Pavardenis647         8         10        4         4         10         
Vardenis648           Pavardenis648         2         5         9         9         3          
Vardenis649           Pavardenis649         4         4         2         2         8          
Vardenis650           Pavardenis650         8         3         3         4         2          
Vardenis651           Pavardenis651         3         4         9         8         8          
Vardenis652           Pavardenis652         2         3         7         2         1          
Vardenis653           Pavardenis653         5         7         3         7         6          
Vardenis654           Pavardenis654         8         3         2         2         7          
Vardenis655           Pavardenis655         8         10        9         2         8          
Vardenis656           Pavardenis656         1         3         7         7         10         
Vardenis657           Pavardenis657         5         8         5         5         2          
Vardenis658           Pavardenis658         1         9         8         9         1          
Vardenis659           Pavardenis659         4         10        5         9         10         
Vardenis660           Pavardenis660         3         3         4         2         1          
Vardenis661           Pavardenis661         8         5         9         10        2          
Vardenis662           Pavardenis662         8         3         1         5         2          
Vardenis663           Pavardenis663         6         5         8         8         6          
Vardenis664           Pavardenis664         3         10        8         5         8          
Vardenis665           Pavardenis665         2         7         6         5         1          
Vardenis666           Pavardenis666         3         5         8         3         3          
Vardenis667           Pavardenis667         3         4         3         5         6          
Vardenis668           Pavardenis668         5         4         5         8         4          
Vardenis669           Pavardenis669         9         5         4         2         3          
Vardenis670           Pavardenis670         10        10        1         3         5          
Vardenis671           Pavardenis671         1         5         8         1         7          
Vardenis672           Pavardenis672         1         1         3         4         3          
Vardenis673           Pavardenis673         2         7         3         8         9          
Vardenis674           Pavardenis674         10        10        2         4         8          
Vardenis675           Pavardenis675         5         2         8         3         9          
Vardenis676           Pavardenis676         5         4         7         1         6          
Vardenis677           Pavardenis677         10        9         6         9         9          
Vardenis678           Pavardenis678         7         5         2         4         9          
Vardenis679           Pavardenis679         7         3         9         4         10         
Vardenis680           Pavardenis680         5         6         10        10        10         
Vardenis681           Pavardenis681         2         9         10        2         1          
Vardenis682           Pavardenis682         7         4         2         10        7          
Vardenis683           Pavardenis683         5         10        5         9         6          
Vardenis684           Pavardenis684         9         4         10        2         9          
Vardenis685           Pavardenis685         6         3         4         3         8          
Vardenis686           Pavardenis686         5         6         7         3         1          
Vardenis687           Pavardenis687         6         5         8         4         4          
Vardenis688           Pavardenis688         1         3         10        2         1          
Vardenis689           Pavardenis689         2         7         6         6         1          
Vardenis690           Pavardenis690         1         6         7         1         1          
Vardenis691           Pavardenis691         2         4         5         3         8          
Vardenis692           Pavardenis692         8         3         4         6         7          
Vardenis693           Pavardenis693         6         6         5         6         9          
Vardenis694           Pavardenis694         1         7         4         2         3          
Vardenis695           Pavardenis695         7         4         1         7         7          
Vardenis696           Pavardenis696         2         10        7         6         3          
Vardenis697           Pavardenis697         3         7         5         8         1          
Vardenis698           Pavardenis698         10        3         7         6         1          
Vardenis699           Pavardenis699         8         5         4         5         4          
Vardenis700           Pavardenis700         6         2         8         2         8          
Vardenis701           Pavardenis701         1         5         6         9         5          
Vardenis702           Pavardenis702         8         6         5         1         1          
Vardenis703           Pavardenis703         3         5         10        6         4          
Vardenis704           Pavardenis704         7         6         4         6         5          
Vardenis705           Pavardenis705         7         10        5         8         7          
Vardenis706           Pavardenis706         9         4         1         9         6          
Vardenis707           Pavardenis707         1         9         10        9         7          
Vardenis708           Pavardenis708         10        5         4         1         5          
Vardenis709           Pavardenis709         6         9         7         4         7          
Vardenis710           Pavardenis710         1         2         5         7         1          
Vardenis711           Pavardenis711         10        9         2         3         2          
Vardenis712           Pavardenis712         7         4         3         9         4          
Vardenis713           Pavardenis713         1         6         4         3         8          
Vardenis714           Pavardenis714         1         1         6         2         10         
Vardenis715           Pavardenis715         2         10        4         10        7          
Vardenis716           Pavardenis716         10        8         9         7         6          
Vardenis717           Pavardenis717         8         7         6         3         1          
Vardenis718           Pavardenis718         5         5         9         5         3          
Vardenis719           Pavardenis719         3         9         3         6         9          
Vardenis720           Pavardenis720         8         8         6         5         3          
Vardenis721           Pavardenis721         3         9         3         4         6          
Vardenis722           Pavardenis722         10        8         8         3         9          
Vardenis723           Pavardenis723         3         4         1         10        3          
Vardenis724           Pavardenis724         6         8         3         9         9          
Vardenis725           Pavardenis725         7         6         10        3         5          
Vardenis726           Pavardenis726         5         7         5         8         3          
Vardenis727           Pavardenis727         2         5         9         4         7          
Vardenis728           Pavardenis728         4         7         2         1         10         
Vardenis729           Pavardenis729         4         1         6         6         2          
Vardenis730           Pavardenis730         4         10        7         1         6          
Vardenis731           Pavardenis731         7         8         2         3         4          
Vardenis732           Pavardenis732         2         9         9         6         9          
Vardenis733           Pavardenis733         3         9         3         1         3          
Vardenis734           Pavardenis734         10        5         7         4         4          
Vardenis735           Pavardenis735         2         4         4         1         9          
Vardenis736           Pavardenis736         9         1         10        1         5          
Vardenis737           Pavardenis737         8         10        2         4         3          
Vardenis738           Pavardenis738         1         3         1         2         3          
Vardenis739           Pavardenis739         9         1         3         7         10         
Vardenis740           Pavardenis740         7         2         1         5         4          
Vardenis741           Pavardenis741         7         4         5         2         8          
Vardenis742           Pavardenis742         5         2         10        10        10         
Vardenis743           Pavardenis743         5         2         10        1         1          
Vardenis744           Pavardenis744         6         3         8         4         5          
Vardenis745           Pavardenis745         4         5         7         9         3          
Vardenis746           Pavardenis746         1         3         3         1         6          
Vardenis747           Pavardenis747         10        8         9         4         1          
Vardenis748           Pavardenis748         6         4         2         3         9          
Vardenis749           Pavardenis749         1         5         4         4         4          
Vardenis750           Pavardenis750         7         10        5         1         3          
Vardenis751           Pavardenis751         3         7         6         4         6          
Vardenis752           Pavardenis752         9         10        4         3         6          
Vardenis753           Pavardenis753         7         8         10        2         6          
Vardenis754           Pavardenis754         9         5         8         2         3          
Vardenis755           Pavardenis755         9         8         8         5         1          
Vardenis756           Pavardenis756         9         10        4         4         10         
Vardenis757           Pavardenis757         10        7         4         10        6          
Vardenis758           Pavardenis758         1         3         5         7         4          
Vardenis759           Pavardenis759         6         2         5         3         8          
Vardenis760           Pavardenis760         8         5         3         6         6          
Vardenis761           Pavardenis761         4         8         7         7         4          
Vardenis762           Pavardenis762         9         4         1         1         8          
Vardenis763           Pavardenis763         6         1         8         7         4          
Vardenis764           Pavardenis764         5         9         2         4         5          
Vardenis765           Pavardenis765         3         1         9         8         8          
Vardenis766           Pavardenis766         3         8         4         5         7          
Vardenis767           Pavardenis767         4         5         5         2         4          
Vardenis768           Pavardenis768         5         9         10        7         4          
Vardenis769           Pavardenis769         6         7         1         6         3          
Vardenis770           Pavardenis770         10        10        10        7         6          
Vardenis771           Pavardenis771         6         7         2         5         8          
Vardenis772           Pavardenis772         4         10        7         7         2          
Vardenis773           Pavardenis773         6         2         8         5         4          
Vardenis774           Pavardenis774         3         3         5         4         4          
Vardenis775           Pavardenis775         8         2         7         5         1          
Vardenis776           Pavardenis776         3         6         5         5         8          
Vardenis777           Pavardenis777         9         7         6         1         2          
Vardenis778           Pavardenis778         1         8         2         3         5          
Vardenis779           Pavardenis779         1         3         8         10        4          
Vardenis780           Pavardenis780         7         5         10        9         5          
Vardenis781           Pavardenis781         3         6         4         2         4          
Vardenis782           Pavardenis782         9         6         4         1         3          
Vardenis783           Pavardenis783         4         2         9         2         2          
Vardenis784           Pavardenis784         4         3         1         3         6          
Vardenis785           Pavardenis785         2         2         1         4         6          
Vardenis786           Pavardenis786         2         10        7         2         1          
Vardenis787           Pavardenis787         5         7         8         6         9          
Vardenis788           Pavardenis788         9         2         8         10        10         
Vardenis789           Pavardenis789         1         5         2         7         7          
Vardenis790           Pavardenis790         5         9         6         9         7          
Vardenis791           Pavardenis791         5         8         10        10        5          
Vardenis792           Pavardenis792         9         4         6         6         4          
Vardenis793           Pavardenis793         1         1         8         4         3          
Vardenis794           Pavardenis794         1         2         9         3         7          
Vardenis795           Pavardenis795         7         6         4         6         2          
Vardenis796           Pavardenis796         1         1         7         9         5          
Vardenis797           Pavardenis797         6         3         10        4         6          
Vardenis798           Pavardenis798         6         7         1         10        10         
Vardenis799           Pavardenis799         8         5         1         3         8          
Vardenis800           Pavardenis800         2         10        2         9         10         
Vardenis801           Pavardenis801         1         4         3         3         6          
Vardenis802           Pavardenis802         5         2         2         6         10         
Vardenis803           Pavardenis803         10        10        8         10        4          
Vardenis804           Pavardenis804         1         7         10        4         9          
Vardenis805           Pavardenis805         8         5         7         7         6          
Vardenis806           Pavardenis806         10        1         1         7         3          
Vardenis807           Pavardenis807         1         3         3         4         7          
Vardenis808           Pavardenis808         10        7         5         4         1          
Vardenis809           Pavardenis809         4         4         3         2         9          
Vardenis810           Pavardenis810         4         6         7         3         10         
Vardenis811           Pavardenis811         7         10        5         5         8          
Vardenis812           Pavardenis812         3         2         6         8         6          
Vardenis813           Pavardenis813         1         9         10        6         3          
Vardenis814           Pavardenis814         2         4         4         6         1          
Vardenis815           Pavardenis815         3         7         5         10        10         
Vardenis816           Pavardenis816         5         8         2         9         2          
Vardenis817           Pavardenis817         4         5         10        8         4          
Vardenis818           Pavardenis818         7         9         3         9         2          
Vardenis819           Pavardenis819         3         2         3         5         4          
Vardenis820           Pavardenis820         5         8         8         9         7          
Vardenis821           Pavardenis821         6         8         9         5         8          
Vardenis822           Pavardenis822         6         7         10        8         10         
Vardenis823           Pavardenis823         1         4         3         10        3          
Vardenis824           Pavardenis824         6         3         1         10        9          
Vardenis825           Pavardenis825         1         6         2         5         10         
Vardenis826           Pavardenis826         10        1         8         6         3          
Vardenis827           Pavardenis827         2         5         4         9         7          
Vardenis828           Pavardenis828         3         7         8         8         5          
Vardenis829           Pavardenis829         8         4         10        2         1          
Vardenis830           Pavardenis830         10        4         6         10        4          
Vardenis831           Pavardenis831         2         3         2         1         10         
Vardenis832           Pavardenis832         4         4         4         5         2          
Vardenis833           Pavardenis833         7         1         9         5         4          
Vardenis834           Pavardenis834         9         1         2         4         8          
Vardenis835           Pavardenis835         5         2         8         1         3          
Vardenis836           Pavardenis836         3         4         2         2         6          
Vardenis837           Pavardenis837         5         9         3         4         7          
Vardenis838           Pavardenis838         10        6         9         2         10         
Vardenis839           Pavardenis839         10        4         8         5         10         
Vardenis840           Pavardenis840         5         9         9         2         2          
Vardenis841           Pavardenis841         5         2         8         3         4          
Vardenis842           Pavardenis842         2         4         5         9         3          
Vardenis843           Pavardenis843         10        3         3         8         8          
Vardenis844           Pavardenis844         9         7         1         5         1          
Vardenis845           Pavardenis845         4         6         2         1         1          
Vardenis846           Pavardenis846         9         5         4         5         10         
Vardenis847           Pavardenis847         8         1         1         8         5          
Vardenis848           Pavardenis848         3         7         2         9         9          
Vardenis849           Pavardenis849         6         2         10        5         6          
Vardenis850           Pavardenis850         2         5         9         1         3          
Vardenis851           Pavardenis851         5         7         10        5         1          
Vardenis852           Pavardenis852         2         4         2         9         2          
Vardenis853           Pavardenis853         10        1         10        2         9          
Vardenis854           Pavardenis854         10        2         3         7         9          
Vardenis855           Pavardenis855         8         6         9         1         7          
Vardenis856           Pavardenis856         8         3         9         8         1          
Vardenis857           Pavardenis857         2         2         10        3         5          
Vardenis858           Pavardenis858         3         10        2         9         6          
Vardenis859           Pavardenis859         3         1         9         2         6          
Vardenis860           Pavardenis860         10        5         7         10        4          
Vardenis861           Pavardenis861         2         10        10        7         10         
Vardenis862           Pavardenis862         8         10        6         8         9          
Vardenis863           Pavardenis863         9         4         3         9         8          
Vardenis864           Pavardenis864         7         3         9         8         4          
Vardenis865           Pavardenis865         4         8         10        3         4          
Vardenis866           Pavardenis866         5         7         5         6         8          
Vardenis867           Pavardenis867         2         9         10        7         10         
Vardenis868           Pavardenis868         2         9         8         4         1          
Vardenis869           Pavardenis869         7         8         1         8         9          
Vardenis870           Pavardenis870         8         4         2         10        10         
Vardenis871           Pavardenis871         7         9         8         6         9          
Vardenis872           Pavardenis872         9         10        6         8         3          
Vardenis873           Pavardenis873         10        10        5         4         7          
Vardenis874           Pavardenis874         9         10        10        9         2          
Vardenis875           Pavardenis875         7         10        5         2         9          
Vardenis876           Pavardenis876         2         1         3         4         7          
Vardenis877           Pavardenis877         1         7         5         10        4          
Vardenis878           Pavardenis878         8         9         2         3         8          
Vardenis879           Pavardenis879         2         3         7         1         2          
Vardenis880           Pavardenis880         4         10        1         6         10         
Vardenis881           Pavardenis881         1         10        5         7         7          
Vardenis882           Pavardenis882         8         9         3         9         7          
Vardenis883           Pavardenis883         5         1         8         7         5          
Vardenis884           Pavardenis884         3         7         9         10        7          
Vardenis885           Pavardenis885         7         7         9         4         7          
Vardenis886           Pavardenis886         8         1         6         7         5          
Vardenis887           Pavardenis887         7         3         5         5         2          
Vardenis888           Pavardenis888         2         10        10        4         9          
Vardenis889           Pavardenis889         3         5         6         3         1          
Vardenis890           Pavardenis890         1         9         5         8         9          
Vardenis891           Pavardenis891         6         9         10        9         1          
Vardenis892           Pavardenis892         9         6         9         4         4          
Vardenis893           Pavardenis893         6         8         2         9         5          
Vardenis894           Pavardenis894         5         8         6         10        7          
Vardenis895           Pavardenis895         5         9         7         1         8          
Vardenis896           Pavardenis896         6         2         7         7         10         
Vardenis897           Pavardenis897         2         5         8         4         6          
Vardenis898           Pavardenis898         8         7         2         10        6          
Vardenis899           Pavardenis899         10        2         8         6         2          
Vardenis900           Pavardenis900         10        6         6         10        2          
Vardenis901           Pavardenis901         4         2         6         3         3          
Vardenis902           Pavardenis902         9         9         9         10        3          
Vardenis903           Pavardenis903         7         8         10        4         1          
Vardenis904           Pavardenis904         8         6         5         7         2          
Vardenis905           Pavardenis905         8         1         10        6         6          
Vardenis906           Pavardenis906         1         8         10        3         10         
Vardenis907           Pavardenis907         7         1         6         2         1          
Vardenis908           Pavardenis908         6         6         8         10        9          
Vardenis909           Pavardenis909         5         7         7         8         3          
Vardenis910           Pavardenis910         6         3         9         4         6          
Vardenis911           Pavardenis911         4         4         9         2         6          
Vardenis912           Pavardenis912         10        6         3         5         1          
Vardenis913           Pavardenis913         4         1         10        5         7          
Vardenis914           Pavardenis914         2         7         10        5         3          
Vardenis915           Pavardenis915         2         8         7         9         9          
Vardenis916           Pavardenis916         9         4         1         6         6          
Vardenis917           Pavardenis917         10        9         10        7         8          
Vardenis918           Pavardenis918         2         8         1         2         7          
Vardenis919           Pavardenis919         2         1         6         6         8          
Vardenis920           Pavardenis920         6         8         8         7         2          
Vardenis921           Pavardenis921         2         9         1         9         4          
Vardenis922           Pavardenis922         3         1         6         10        9          
Vardenis923           Pavardenis923         8         4         9         7         5          
Vardenis924           Pavardenis924         1         3         9         10        5          
Vardenis925           Pavardenis925         7         4         3         7         3          
Vardenis926           Pavardenis926         8         1         7         7         4          
Vardenis927           Pavardenis927         1         1         4         3         6          
Vardenis928           Pavardenis928         10        6         1         1         1          
Vardenis929           Pavardenis929         4         2         5         5         9          
Vardenis930           Pavardenis930         10        6         2         2         1          
Vardenis931           Pavardenis931         3         5         3         9         8          
Vardenis932           Pavardenis932         6         8         7         3         4          
Vardenis933           Pavardenis933         8         5         1         1         1          
Vardenis934           Pavardenis934         2         6         2         10        3          
Vardenis935           Pavardenis935         6         5         9         6         4          
Vardenis936           Pavardenis936         7         4         8         4         7          
Vardenis937           Pavardenis937         8         5         6         1         5          
Vardenis938           Pavardenis938         2         5         10        6         1          
Vardenis939           Pavardenis939         4         10        8         8         5          
Vardenis940           Pavardenis940         2         3         6         5         8          
Vardenis941           Pavardenis941         1         9         1         9         2          
Vardenis942           Pavardenis942         9         9         3         7         10         
Vardenis943           Pavardenis943         3         5         2         6         3          
Vardenis944           Pavardenis944         8         6         8         3         1          
Vardenis945           Pavardenis945         3         9         10        10        6          
Vardenis946           Pavardenis946         8         4         7         2         3          
Vardenis947           Pavardenis947         3         3         1         8         10         
Vardenis948           Pavardenis948         8         3         5         8         4          
Vardenis949           Pavardenis949         2         6         1         10        9          
Vardenis950           Pavardenis950         9         1         6         10        10         
Vardenis951           Pavardenis951         9         3         2         3         7          
Vardenis952           Pavardenis952         7         7         3         4         8          
Vardenis953           Pavardenis953         7         2         4         6         8          
Vardenis954           Pavardenis954         8         2         8         5         9          
Vardenis955           Pavardenis955         6         2         1         2         8          
Vardenis956           Pavardenis956         1         5         8         3         6          
Vardenis957           Pavardenis957         5         10        6         7         9          
Vardenis958           Pavardenis958         1         9         4         9         5          
Vardenis959           Pavardenis959         2         6         3         8         4          
Vardenis960           Pavardenis960         2         5         6         8         2          
Vardenis961           Pavardenis961         10        2         7         4         10         
Vardenis962           Pavardenis962         1         9         7         5         3          
Vardenis963           Pavardenis963         9         1         2         4         7          
Vardenis964           Pavardenis964         2         6         9         4         1          
Vardenis965           Pavardenis965         5         8         2         9         1          
Vardenis966           Pavardenis966         1         4         5         9         10         
Vardenis967           Pavardenis967         5         3         5         7         1          
Vardenis968           Pavardenis968         4         5         6         7         5          
Vardenis969           Pavardenis969         3         6         2         6         9          
Vardenis970           Pavardenis970         7         3         1         8         10         
Vardenis971           Pavardenis971         4         5         3         8         4          
Vardenis972           Pavardenis972         1         10        10        1         7          
Vardenis973           Pavardenis973         2         6         10        4         5          
Vardenis974           Pavardenis974         1         2         9         1         4          
Vardenis975           Pavardenis975         9         1         1         1         1          
Vardenis976           Pavardenis976         3         10        1         9         2          
Vardenis977           Pavardenis977         9         1         5         3         10         
Vardenis978           Pavardenis978         6         1         9         1         3          
Vardenis979           Pavardenis979         1         9         7         5         10         
Vardenis980           Pavardenis980         4         8         10        7         5          
Vardenis981           Pavardenis981         1         3         1         9         10         
Vardenis982           Pavardenis982         2         4         6         6         3          
Vardenis983           Pavardenis983         6         10        1         8         8          
Vardenis984           Pavardenis984         5         10        5         2         10         
Vardenis985           Pavardenis985         2         1         5         7         1          
Vardenis986           Pavardenis986         7         8         10        8         9          
Vardenis987           Pavardenis987         3         1         5         9         10         
Vardenis988           Pavardenis988         1         9         2         2         7          
Vardenis989           Pavardenis989         10        7         7         3         2          
Vardenis990           Pavardenis990         10        2         2         9         9          
Vardenis991           Pavardenis991         2         2         8         1         8          
Vardenis992           Pavardenis992         9         3         8         4         7          
Vardenis993           Pavardenis993         5         10        5         4         1          
Vardenis994           Pavardenis994         8         6         7         9         3          
Vardenis995           Pavardenis995         9         6         5         8         8          
Vardenis996           Pavardenis996         7         5         1         9         7          
Vardenis997           Pavardenis997         3         1         8         5         5          
Vardenis998           Pavardenis998         10        1         3         2         7          
Vardenis999           Pavardenis999         8         3         6         4         3          
Vardenis1000          Pavardenis1000        10        4         8         5         2          
